version,route,date,qty,volume,country,lane_type
v_prior,Milan-Eindhoven,2026-04-07,2216,3324.0,Italy,Rail
v_current,Milan-Eindhoven,2026-04-07,2322,3483.0,Italy,Rail
v_prior,Liverpool-Cologne,2026-04-01,2945,4417.5,UK,Road
v_current,Liverpool-Cologne,2026-04-01,2898,4347.0,UK,Road
v_prior,Liverpool-Cologne,2026-04-02,2344,3516.0,UK,Road
v_current,Liverpool-Cologne,2026-04-02,2340,3510.0,UK,Road
v_prior,Liverpool-Cologne,2026-04-03,768,1152.0,UK,Road
v_current,Liverpool-Cologne,2026-04-03,753,1129.5,UK,Road
v_prior,Liverpool-Cologne,2026-04-04,799,1198.5,UK,Road
v_current,Liverpool-Cologne,2026-04-04,767,1150.5,UK,Road
v_prior,Liverpool-Cologne,2026-04-05,351,526.5,UK,Road
v_current,Liverpool-Cologne,2026-04-05,349,523.5,UK,Road
v_prior,Liverpool-Cologne,2026-04-06,3456,5184.0,UK,Road
v_current,Liverpool-Cologne,2026-04-06,3404,5106.0,UK,Road
v_prior,Liverpool-Cologne,2026-04-07,1684,2526.0,UK,Road
v_current,Liverpool-Cologne,2026-04-07,1684,2526.0,UK,Road
v_prior,Manchester-Krakow,2026-04-01,2553,3829.5,UK,Road
v_current,Manchester-Krakow,2026-04-01,2515,3772.5,UK,Road
v_prior,Manchester-Krakow,2026-04-02,801,1201.5,UK,Road
v_current,Manchester-Krakow,2026-04-02,761,1141.5,UK,Road
v_prior,Manchester-Krakow,2026-04-03,686,1029.0,UK,Road
v_current,Manchester-Krakow,2026-04-03,703,1054.5,UK,Road
v_prior,Manchester-Krakow,2026-04-04,1180,1770.0,UK,Road
v_current,Manchester-Krakow,2026-04-04,1129,1693.5,UK,Road
v_prior,Manchester-Krakow,2026-04-05,2945,4417.5,UK,Road
v_current,Manchester-Krakow,2026-04-05,2951,4426.5,UK,Road
v_prior,Manchester-Krakow,2026-04-06,111,166.5,UK,Road
v_current,Manchester-Krakow,2026-04-06,113,169.5,UK,Road
v_prior,Manchester-Krakow,2026-04-07,1676,2514.0,UK,Road
v_current,Manchester-Krakow,2026-04-07,1680,2520.0,UK,Road
v_prior,Stuttgart-Paris,2026-04-01,2416,3624.0,Germany,Air
v_current,Stuttgart-Paris,2026-04-01,2517,3775.5,Germany,Air
v_prior,Stuttgart-Paris,2026-04-02,946,1419.0,Germany,Air
v_current,Stuttgart-Paris,2026-04-02,912,1368.0,Germany,Air
v_prior,Stuttgart-Paris,2026-04-03,337,505.5,Germany,Air
v_current,Stuttgart-Paris,2026-04-03,333,499.5,Germany,Air
v_prior,Stuttgart-Paris,2026-04-04,1751,2626.5,Germany,Air
v_current,Stuttgart-Paris,2026-04-04,1813,2719.5,Germany,Air
v_prior,Stuttgart-Paris,2026-04-05,193,289.5,Germany,Air
v_current,Stuttgart-Paris,2026-04-05,195,292.5,Germany,Air
v_prior,Stuttgart-Paris,2026-04-06,2371,3556.5,Germany,Air
v_current,Stuttgart-Paris,2026-04-06,2478,3717.0,Germany,Air
v_prior,Stuttgart-Paris,2026-04-07,2007,3010.5,Germany,Air
v_current,Stuttgart-Paris,2026-04-07,1940,2910.0,Germany,Air
v_prior,Lodz-Poznan,2026-04-01,1762,2643.0,Poland,Road
v_current,Lodz-Poznan,2026-04-01,1810,2715.0,Poland,Road
v_prior,Lodz-Poznan,2026-04-02,3459,5188.5,Poland,Road
v_current,Lodz-Poznan,2026-04-02,3314,4971.0,Poland,Road
v_prior,Lodz-Poznan,2026-04-03,465,697.5,Poland,Road
v_current,Lodz-Poznan,2026-04-03,461,691.5,Poland,Road
v_prior,Lodz-Poznan,2026-04-04,1124,1686.0,Poland,Road
v_current,Lodz-Poznan,2026-04-04,1146,1719.0,Poland,Road
v_prior,Lodz-Poznan,2026-04-05,1753,2629.5,Poland,Road
v_current,Lodz-Poznan,2026-04-05,1672,2508.0,Poland,Road
v_prior,Lodz-Poznan,2026-04-06,570,855.0,Poland,Road
v_current,Lodz-Poznan,2026-04-06,592,888.0,Poland,Road
v_prior,Lodz-Poznan,2026-04-07,486,729.0,Poland,Road
v_current,Lodz-Poznan,2026-04-07,465,697.5,Poland,Road
v_prior,Munich-Stuttgart,2026-04-01,1565,2347.5,Germany,Sea
v_current,Munich-Stuttgart,2026-04-01,1528,2292.0,Germany,Sea
v_prior,Munich-Stuttgart,2026-04-02,351,526.5,Germany,Sea
v_current,Munich-Stuttgart,2026-04-02,336,504.0,Germany,Sea
v_prior,Munich-Stuttgart,2026-04-03,1474,2211.0,Germany,Sea
v_current,Munich-Stuttgart,2026-04-03,1506,2259.0,Germany,Sea
v_prior,Munich-Stuttgart,2026-04-04,3008,4512.0,Germany,Sea
v_current,Munich-Stuttgart,2026-04-04,3031,4546.5,Germany,Sea
v_prior,Munich-Stuttgart,2026-04-05,1497,2245.5,Germany,Sea
v_current,Munich-Stuttgart,2026-04-05,1489,2233.5,Germany,Sea
v_prior,Munich-Stuttgart,2026-04-06,3281,4921.5,Germany,Sea
v_current,Munich-Stuttgart,2026-04-06,3358,5037.0,Germany,Sea
v_prior,Munich-Stuttgart,2026-04-07,2235,3352.5,Germany,Sea
v_current,Munich-Stuttgart,2026-04-07,2269,3403.5,Germany,Sea
v_prior,Zaragoza-Eindhoven,2026-04-01,84,126.0,Spain,Rail
v_current,Zaragoza-Eindhoven,2026-04-01,87,130.5,Spain,Rail
v_prior,Zaragoza-Eindhoven,2026-04-02,3353,5029.5,Spain,Rail
v_current,Zaragoza-Eindhoven,2026-04-02,3370,5055.0,Spain,Rail
v_prior,Zaragoza-Eindhoven,2026-04-03,2504,3756.0,Spain,Rail
v_current,Zaragoza-Eindhoven,2026-04-03,2478,3717.0,Spain,Rail
v_prior,Zaragoza-Eindhoven,2026-04-04,729,1093.5,Spain,Rail
v_current,Zaragoza-Eindhoven,2026-04-04,760,1140.0,Spain,Rail
v_prior,Zaragoza-Eindhoven,2026-04-05,2171,3256.5,Spain,Rail
v_current,Zaragoza-Eindhoven,2026-04-05,2204,3306.0,Spain,Rail
v_prior,Zaragoza-Eindhoven,2026-04-06,1357,2035.5,Spain,Rail
v_current,Zaragoza-Eindhoven,2026-04-06,1418,2127.0,Spain,Rail
v_prior,Zaragoza-Eindhoven,2026-04-07,2150,3225.0,Spain,Rail
v_current,Zaragoza-Eindhoven,2026-04-07,2044,3066.0,Spain,Rail
v_prior,Lodz-Wroclaw,2026-04-01,1196,1794.0,Poland,Road
v_current,Lodz-Wroclaw,2026-04-01,1210,1815.0,Poland,Road
v_prior,Lodz-Wroclaw,2026-04-02,501,751.5,Poland,Road
v_current,Lodz-Wroclaw,2026-04-02,491,736.5,Poland,Road
v_prior,Lodz-Wroclaw,2026-04-03,716,1074.0,Poland,Road
v_current,Lodz-Wroclaw,2026-04-03,729,1093.5,Poland,Road
v_prior,Lodz-Wroclaw,2026-04-04,1816,2724.0,Poland,Road
v_current,Lodz-Wroclaw,2026-04-04,1756,2634.0,Poland,Road
v_prior,Lodz-Wroclaw,2026-04-05,2314,3471.0,Poland,Road
v_current,Lodz-Wroclaw,2026-04-05,2373,3559.5,Poland,Road
v_prior,Lodz-Wroclaw,2026-04-06,2864,4296.0,Poland,Road
v_current,Lodz-Wroclaw,2026-04-06,2992,4488.0,Poland,Road
v_prior,Lodz-Wroclaw,2026-04-07,77,115.5,Poland,Road
v_current,Lodz-Wroclaw,2026-04-07,74,111.0,Poland,Road
v_prior,Naples-Eindhoven,2026-04-01,739,1108.5,Italy,Road
v_current,Naples-Eindhoven,2026-04-01,748,1122.0,Italy,Road
v_prior,Naples-Eindhoven,2026-04-02,2221,3331.5,Italy,Road
v_current,Naples-Eindhoven,2026-04-02,2117,3175.5,Italy,Road
v_prior,Naples-Eindhoven,2026-04-03,1839,2758.5,Italy,Road
v_current,Naples-Eindhoven,2026-04-03,1803,2704.5,Italy,Road
v_prior,Naples-Eindhoven,2026-04-04,315,472.5,Italy,Road
v_current,Naples-Eindhoven,2026-04-04,319,478.5,Italy,Road
v_prior,Naples-Eindhoven,2026-04-05,2326,3489.0,Italy,Road
v_current,Naples-Eindhoven,2026-04-05,2249,3373.5,Italy,Road
v_prior,Naples-Eindhoven,2026-04-06,3249,4873.5,Italy,Road
v_current,Naples-Eindhoven,2026-04-06,3271,4906.5,Italy,Road
v_prior,Naples-Eindhoven,2026-04-07,1569,2353.5,Italy,Road
v_current,Naples-Eindhoven,2026-04-07,1494,2241.0,Italy,Road
v_prior,Cologne-Warsaw,2026-04-01,865,1297.5,Germany,Road
v_current,Cologne-Warsaw,2026-04-01,837,1255.5,Germany,Road
v_prior,Cologne-Warsaw,2026-04-02,1025,1537.5,Germany,Road
v_current,Cologne-Warsaw,2026-04-02,1056,1584.0,Germany,Road
v_prior,Cologne-Warsaw,2026-04-03,88,132.0,Germany,Road
v_current,Cologne-Warsaw,2026-04-03,86,129.0,Germany,Road
v_prior,Cologne-Warsaw,2026-04-04,372,558.0,Germany,Road
v_current,Cologne-Warsaw,2026-04-04,377,565.5,Germany,Road
v_prior,Cologne-Warsaw,2026-04-05,1109,1663.5,Germany,Road
v_current,Cologne-Warsaw,2026-04-05,1135,1702.5,Germany,Road
v_prior,Cologne-Warsaw,2026-04-06,489,733.5,Germany,Road
v_current,Cologne-Warsaw,2026-04-06,490,735.0,Germany,Road
v_prior,Cologne-Warsaw,2026-04-07,1005,1507.5,Germany,Road
v_current,Cologne-Warsaw,2026-04-07,975,1462.5,Germany,Road
v_prior,Milan-Poznan,2026-04-01,2884,4326.0,Italy,Sea
v_current,Milan-Poznan,2026-04-01,2795,4192.5,Italy,Sea
v_prior,Milan-Poznan,2026-04-02,2553,3829.5,Italy,Sea
v_current,Milan-Poznan,2026-04-02,2529,3793.5,Italy,Sea
v_prior,Milan-Poznan,2026-04-03,2107,3160.5,Italy,Sea
v_current,Milan-Poznan,2026-04-03,2161,3241.5,Italy,Sea
v_prior,Milan-Poznan,2026-04-04,180,270.0,Italy,Sea
v_current,Milan-Poznan,2026-04-04,173,259.5,Italy,Sea
v_prior,Milan-Poznan,2026-04-05,1645,2467.5,Italy,Sea
v_current,Milan-Poznan,2026-04-05,1581,2371.5,Italy,Sea
v_prior,Milan-Poznan,2026-04-06,1614,2421.0,Italy,Sea
v_current,Milan-Poznan,2026-04-06,1619,2428.5,Italy,Sea
v_prior,Milan-Poznan,2026-04-07,2534,3801.0,Italy,Sea
v_current,Milan-Poznan,2026-04-07,2630,3945.0,Italy,Sea
v_prior,Glasgow-Nantes,2026-04-01,900,1350.0,UK,Road
v_current,Glasgow-Nantes,2026-04-01,914,1371.0,UK,Road
v_prior,Glasgow-Nantes,2026-04-02,2414,3621.0,UK,Road
v_current,Glasgow-Nantes,2026-04-02,2314,3471.0,UK,Road
v_prior,Glasgow-Nantes,2026-04-03,1510,2265.0,UK,Road
v_current,Glasgow-Nantes,2026-04-03,1507,2260.5,UK,Road
v_prior,Glasgow-Nantes,2026-04-04,3038,4557.0,UK,Road
v_current,Glasgow-Nantes,2026-04-04,3084,4626.0,UK,Road
v_prior,Glasgow-Nantes,2026-04-05,3306,4959.0,UK,Road
v_current,Glasgow-Nantes,2026-04-05,3329,4993.5,UK,Road
v_prior,Glasgow-Nantes,2026-04-06,2060,3090.0,UK,Road
v_current,Glasgow-Nantes,2026-04-06,2061,3091.5,UK,Road
v_prior,Glasgow-Nantes,2026-04-07,1270,1905.0,UK,Road
v_current,Glasgow-Nantes,2026-04-07,1219,1828.5,UK,Road
v_prior,Nantes-Glasgow,2026-04-01,3180,4770.0,France,Road
v_current,Nantes-Glasgow,2026-04-01,3307,4960.5,France,Road
v_prior,Nantes-Glasgow,2026-04-02,1789,2683.5,France,Road
v_current,Nantes-Glasgow,2026-04-02,1726,2589.0,France,Road
v_prior,Nantes-Glasgow,2026-04-03,3421,5131.5,France,Road
v_current,Nantes-Glasgow,2026-04-03,3346,5019.0,France,Road
v_prior,Nantes-Glasgow,2026-04-04,3138,4707.0,France,Road
v_current,Nantes-Glasgow,2026-04-04,2998,4497.0,France,Road
v_prior,Nantes-Glasgow,2026-04-05,1260,1890.0,France,Road
v_current,Nantes-Glasgow,2026-04-05,1242,1863.0,France,Road
v_prior,Nantes-Glasgow,2026-04-06,3067,4600.5,France,Road
v_current,Nantes-Glasgow,2026-04-06,3017,4525.5,France,Road
v_prior,Nantes-Glasgow,2026-04-07,3322,4983.0,France,Road
v_current,Nantes-Glasgow,2026-04-07,3182,4773.0,France,Road
v_prior,Lodz-Turin,2026-04-01,2731,4096.5,Poland,Road
v_current,Lodz-Turin,2026-04-01,2675,4012.5,Poland,Road
v_prior,Lodz-Turin,2026-04-02,2777,4165.5,Poland,Road
v_current,Lodz-Turin,2026-04-02,2843,4264.5,Poland,Road
v_prior,Lodz-Turin,2026-04-03,2629,3943.5,Poland,Road
v_current,Lodz-Turin,2026-04-03,2662,3993.0,Poland,Road
v_prior,Lodz-Turin,2026-04-04,1731,2596.5,Poland,Road
v_current,Lodz-Turin,2026-04-04,1700,2550.0,Poland,Road
v_prior,Lodz-Turin,2026-04-05,288,432.0,Poland,Road
v_current,Lodz-Turin,2026-04-05,296,444.0,Poland,Road
v_prior,Lodz-Turin,2026-04-06,2505,3757.5,Poland,Road
v_current,Lodz-Turin,2026-04-06,2565,3847.5,Poland,Road
v_prior,Lodz-Turin,2026-04-07,1714,2571.0,Poland,Road
v_current,Lodz-Turin,2026-04-07,1659,2488.5,Poland,Road
v_prior,London-Manchester,2026-04-01,750,1125.0,UK,Road
v_current,London-Manchester,2026-04-01,755,1132.5,UK,Road
v_prior,London-Manchester,2026-04-02,2371,3556.5,UK,Road
v_current,London-Manchester,2026-04-02,2400,3600.0,UK,Road
v_prior,London-Manchester,2026-04-03,1356,2034.0,UK,Road
v_current,London-Manchester,2026-04-03,1382,2073.0,UK,Road
v_prior,London-Manchester,2026-04-04,607,910.5,UK,Road
v_current,London-Manchester,2026-04-04,597,895.5,UK,Road
v_prior,London-Manchester,2026-04-05,1227,1840.5,UK,Road
v_current,London-Manchester,2026-04-05,1236,1854.0,UK,Road
v_prior,London-Manchester,2026-04-06,328,492.0,UK,Road
v_current,London-Manchester,2026-04-06,326,489.0,UK,Road
v_prior,London-Manchester,2026-04-07,2006,3009.0,UK,Road
v_current,London-Manchester,2026-04-07,2007,3010.5,UK,Road
v_prior,Lodz-Stuttgart,2026-04-01,968,1452.0,Poland,Road
v_current,Lodz-Stuttgart,2026-04-01,972,1458.0,Poland,Road
v_prior,Lodz-Stuttgart,2026-04-02,2279,3418.5,Poland,Road
v_current,Lodz-Stuttgart,2026-04-02,2347,3520.5,Poland,Road
v_prior,Lodz-Stuttgart,2026-04-03,3172,4758.0,Poland,Road
v_current,Lodz-Stuttgart,2026-04-03,3286,4929.0,Poland,Road
v_prior,Lodz-Stuttgart,2026-04-04,1994,2991.0,Poland,Road
v_current,Lodz-Stuttgart,2026-04-04,2013,3019.5,Poland,Road
v_prior,Lodz-Stuttgart,2026-04-05,2411,3616.5,Poland,Road
v_current,Lodz-Stuttgart,2026-04-05,2406,3609.0,Poland,Road
v_prior,Lodz-Stuttgart,2026-04-06,1279,1918.5,Poland,Road
v_current,Lodz-Stuttgart,2026-04-06,1334,2001.0,Poland,Road
v_prior,Lodz-Stuttgart,2026-04-07,827,1240.5,Poland,Road
v_current,Lodz-Stuttgart,2026-04-07,842,1263.0,Poland,Road
v_prior,Madrid-Paris,2026-04-01,898,1347.0,Spain,Rail
v_current,Madrid-Paris,2026-04-01,922,1383.0,Spain,Rail
v_prior,Madrid-Paris,2026-04-02,3033,4549.5,Spain,Rail
v_current,Madrid-Paris,2026-04-02,3008,4512.0,Spain,Rail
v_prior,Madrid-Paris,2026-04-03,2426,3639.0,Spain,Rail
v_current,Madrid-Paris,2026-04-03,2412,3618.0,Spain,Rail
v_prior,Madrid-Paris,2026-04-04,2946,4419.0,Spain,Rail
v_current,Madrid-Paris,2026-04-04,2996,4494.0,Spain,Rail
v_prior,Madrid-Paris,2026-04-05,2183,3274.5,Spain,Rail
v_current,Madrid-Paris,2026-04-05,2285,3427.5,Spain,Rail
v_prior,Madrid-Paris,2026-04-06,2934,4401.0,Spain,Rail
v_current,Madrid-Paris,2026-04-06,2967,4450.5,Spain,Rail
v_prior,Madrid-Paris,2026-04-07,2313,3469.5,Spain,Rail
v_current,Madrid-Paris,2026-04-07,2230,3345.0,Spain,Rail
v_prior,Manchester-Liverpool,2026-04-01,1007,1510.5,UK,Rail
v_current,Manchester-Liverpool,2026-04-01,968,1452.0,UK,Rail
v_prior,Manchester-Liverpool,2026-04-02,2465,3697.5,UK,Rail
v_current,Manchester-Liverpool,2026-04-02,2376,3564.0,UK,Rail
v_prior,Manchester-Liverpool,2026-04-03,2084,3126.0,UK,Rail
v_current,Manchester-Liverpool,2026-04-03,2060,3090.0,UK,Rail
v_prior,Manchester-Liverpool,2026-04-04,1823,2734.5,UK,Rail
v_current,Manchester-Liverpool,2026-04-04,1850,2775.0,UK,Rail
v_prior,Manchester-Liverpool,2026-04-05,1763,2644.5,UK,Rail
v_current,Manchester-Liverpool,2026-04-05,1810,2715.0,UK,Rail
v_prior,Manchester-Liverpool,2026-04-06,2680,4020.0,UK,Rail
v_current,Manchester-Liverpool,2026-04-06,2548,3822.0,UK,Rail
v_prior,Manchester-Liverpool,2026-04-07,715,1072.5,UK,Rail
v_current,Manchester-Liverpool,2026-04-07,693,1039.5,UK,Rail
v_prior,Valencia-Cologne,2026-04-01,1274,1911.0,Spain,Air
v_current,Valencia-Cologne,2026-04-01,1308,1962.0,Spain,Air
v_prior,Valencia-Cologne,2026-04-02,995,1492.5,Spain,Air
v_current,Valencia-Cologne,2026-04-02,1015,1522.5,Spain,Air
v_prior,Valencia-Cologne,2026-04-03,2042,3063.0,Spain,Air
v_current,Valencia-Cologne,2026-04-03,1949,2923.5,Spain,Air
v_prior,Valencia-Cologne,2026-04-04,2443,3664.5,Spain,Air
v_current,Valencia-Cologne,2026-04-04,2356,3534.0,Spain,Air
v_prior,Valencia-Cologne,2026-04-05,2333,3499.5,Spain,Air
v_current,Valencia-Cologne,2026-04-05,2434,3651.0,Spain,Air
v_prior,Valencia-Cologne,2026-04-06,2149,3223.5,Spain,Air
v_current,Valencia-Cologne,2026-04-06,2232,3348.0,Spain,Air
v_prior,Valencia-Cologne,2026-04-07,1331,1996.5,Spain,Air
v_current,Valencia-Cologne,2026-04-07,1363,2044.5,Spain,Air
v_prior,Lodz-Malaga,2026-04-01,785,1177.5,Poland,Road
v_current,Lodz-Malaga,2026-04-01,751,1126.5,Poland,Road
v_prior,Lodz-Malaga,2026-04-02,2162,3243.0,Poland,Road
v_current,Lodz-Malaga,2026-04-02,2169,3253.5,Poland,Road
v_prior,Lodz-Malaga,2026-04-03,3315,4972.5,Poland,Road
v_current,Lodz-Malaga,2026-04-03,3450,5175.0,Poland,Road
v_prior,Lodz-Malaga,2026-04-04,967,1450.5,Poland,Road
v_current,Lodz-Malaga,2026-04-04,928,1392.0,Poland,Road
v_prior,Lodz-Malaga,2026-04-05,1496,2244.0,Poland,Road
v_current,Lodz-Malaga,2026-04-05,1503,2254.5,Poland,Road
v_prior,Lodz-Malaga,2026-04-06,3074,4611.0,Poland,Road
v_current,Lodz-Malaga,2026-04-06,3013,4519.5,Poland,Road
v_prior,Lodz-Malaga,2026-04-07,817,1225.5,Poland,Road
v_current,Lodz-Malaga,2026-04-07,841,1261.5,Poland,Road
v_prior,Rotterdam-Utrecht,2026-04-01,2652,3978.0,Netherlands,Road
v_current,Rotterdam-Utrecht,2026-04-01,2734,4101.0,Netherlands,Road
v_prior,Rotterdam-Utrecht,2026-04-02,3053,4579.5,Netherlands,Road
v_current,Rotterdam-Utrecht,2026-04-02,2983,4474.5,Netherlands,Road
